Wrench Value 1,Wrench Value 2,Wrench Value 3,Wrench Value 4,Wrench Value 5,Wrench Value 6
3.124117449045528,0.36503189029413885,999.4955385405603,-7.07566608689499,145.07098594309545,0.2047152933486989
3.1248660017898104,0.4495964923800781,999.4948204945628,-7.505056240097178,145.068901809959,0.23570263703601743
3.1261500812157927,0.6846178488890187,999.4931579959625,-7.96112649406673,145.066973500535,0.2677917016996494
3.128030914799821,1.0851100581183437,999.4904622604679,-8.444687010239765,145.0652270048423,0.3009569062441829
3.1305747170084617,1.6671566847044044,999.486637808336,-8.956548056549032,145.06368993375608,0.33516642283393105
3.1338529098220778,2.4479613292761875,999.4815818711463,-9.497518561127688,145.062391413381,0.37038172257614493
3.137942332186556,3.445898468426429,999.4751837264241,-10.068404553374389,145.06136193197065,0.40655709967842263
3.1429254353416742,4.680564485680501,999.4673239498062,-10.670007498340244,145.06063313136724,0.4436391732603782
3.148890460586031,6.17282880926888,999.4578735732227,-11.303122531731312,145.06023753400098,0.4815663659096174
3.1559315955979397,7.944885067808341,999.4466931363785,-11.968536604403678,145.06020819546956,0.5202683579734612
3.163654019405784,9.865838597557444,999.4346076764582,-12.641691571884182,145.06131827970177,0.5606147616078804
3.1711337736529144,11.65181721080123,999.4233920175992,-13.294439101723698,145.06249938462312,0.6013034580831693
3.1779450313047346,13.172736708929257,999.4138397683904,-13.920079351592948,145.06261148977327,0.6406561012003494
3.1841902371877886,14.450882094659425,999.4058156141452,-14.51552661161622,145.06236323332448,0.6791690298999424
3.1899608480022996,15.507242190796395,999.3992163933749,-15.08158904335157,145.06180368937862,0.7167847671763029
3.195223955322826,16.362220293843425,999.3939024889673,-15.624736226485451,145.05989123739445,0.7526464181502082
3.199888008527081,17.03524110133299,999.3897592143863,-16.146849515022076,145.05665807196775,0.7865778182537324
3.203992183789784,17.54374799042197,999.3867165380154,-16.643663425484295,145.0531765164172,0.8192833021873347
3.207616653298603,17.90388346664724,999.3846894314149,-17.11544833046935,145.04943787145046,0.8508099624915813
3.210807096556317,18.130862649787282,999.3834673291736,-17.56289181740206,145.0453623638646,0.8811528676765623
3.2135976525729912,18.238831363607694,999.3828039257374,-17.98649382810806,145.04103343640537,0.9103409672234669
3.216031970158934,18.240879282730848,999.3827434137306,-18.386747994442686,145.03661976012444,0.9384092137314344
3.2181682791133603,18.149074120525427,999.3833731946326,-18.764378290821725,145.0321244531483,0.9653597840517676
3.2200657563159814,17.97456222467251,999.3846298575806,-19.12018286494545,145.02757093754747,0.9911878375390626
3.2217806496950017,17.72763341968519,999.3864546396272,-19.454951211163532,145.02298093676603,1.0158927160877445
3.2233664822917905,17.41776396441531,999.388793312755,-19.769462988546195,145.0183746379448,1.0394776314927405
3.2248742487644018,17.053658348192602,999.3915960542345,-20.064486926838942,145.01377083767755,1.0619493618526215
3.2263023510607787,16.643790099841397,999.3947814574989,-20.339156125151124,145.00968698028572,1.0835638236814036
3.227582453048965,16.19641773124894,999.3982634797542,-20.594858303990243,145.0062778717441,1.1042627722296317
3.2287041989199197,15.718565620074646,999.4020412828495,-20.83424808965353,145.0030258967932,1.1237883687801153
3.229724135598193,15.216270299239495,999.4061309668374,-21.05774012595521,144.9997951866933,1.1421981866577098
3.230673738371418,14.695157916335654,999.410491036334,-21.266023179990384,144.99665421494853,1.1595181832663883
3.231566249672992,14.16031328335978,999.4150588075431,-21.45980542837591,144.99373630185858,1.1757725566823938
3.232439500142602,13.616375984814853,999.4197917076779,-21.639552838605983,144.9910047828743,1.191016307040809
3.2333772366710227,13.06752108774407,999.4246927659192,-21.805678522752018,144.98812515981473,1.2053048277783498
3.234455989623819,12.51738244176136,999.4297682967606,-21.958906498484602,144.98487064091216,1.218649290472198
3.235733662079072,11.969221810269124,999.4351077827012,-22.099973742112656,144.98127491589418,1.2310637299008191
3.2372359522826257,11.425967335311771,999.4407892709442,-22.229395191189468,144.9773396788828,1.2425916558919121
3.238892610237612,10.890056862474255,999.4466407943816,-22.34778678610895,144.97325725439836,1.2532621762329443
3.240623393557685,10.363613460202231,999.4523955083462,-22.455713638347657,144.96926449853598,1.2631106241750105
3.2424256835898393,9.848554684870061,999.4578555003264,-22.553629963147525,144.96537267434513,1.2721826308505855
3.2443259383609173,9.346428324848787,999.4629333244843,-22.642157203952088,144.96160563026507,1.2804971634205784
3.246308194916557,8.858688522087817,999.4676724117188,-22.721220800049664,144.95828385806112,1.288176437721235
3.2483048576147517,8.386694210233447,999.4722049562557,-22.79128781580337,144.95551630214132,1.2952628165576725
3.250275697811012,7.931208715399945,999.4766529592098,-22.853570548985946,144.95307466150157,1.3016792349115816
3.252212081446905,7.492685410834698,999.4810759901138,-22.908791726638473,144.9509854435263,1.3074174457688488
3.2540980792856136,7.071558498958684,999.485491531893,-22.95731299815697,144.94920630101842,1.3125176015396427
3.2559397030258737,6.668240655926169,999.4898568342209,-22.9992851594032,144.94767927920142,1.3170480882171094
3.2577529902337345,6.283078155533779,999.494134503587,-23.035078763169583,144.94645709024775,1.3210477351141148
3.2595584927281296,5.916039124630747,999.4980483574004,-23.06523418302315,144.94555324461297,1.3245238677523294
3.261360572143598,5.566982874239538,999.5012828089425,-23.09020370489406,144.94493052673124,1.3274920903543315
3.2631313488575135,5.236023637179492,999.5040525893705,-23.11032701317743,144.94467779609798,1.3299897978283786
3.264845105666796,4.9229935540731,999.5069134886107,-23.125816331152386,144.94481040923918,1.3320644447397174
3.2665146783981087,4.6274003246055955,999.5101935803536,-23.136840918812222,144.94523818407723,1.3337598679210827
3.2682264871008067,4.348854080664135,999.5133727647675,-23.143599960689517,144.94579253017935,1.3351133305980325
3.2700225881405554,4.0869877546593365,999.5161723225233,-23.146435592156724,144.94626086956438,1.3361401496141854
3.271853509897127,3.8413979081995455,999.519140662541,-23.145629554195,144.94676636309953,1.3368693194649095
3.273699470884211,3.611466533876533,999.5222709062128,-23.141485369254127,144.94743414034295,1.3373207343227544
3.2755658790025275,3.3964566837686134,999.52527648392,-23.134435406097243,144.94823517533212,1.337488928448788
3.2774438424063663,3.1957050516073893,999.5281557021253,-23.124766675100958,144.9491773723502,1.3373884145718273
3.2793212836048418,3.0085401094610686,999.530906008024,-23.11273293811345,144.95027464333594,1.3370359772759253
3.2811849924498726,2.8342790367352704,999.5335258546095,-23.098568071800944,144.9515395922298,1.3364485903477918
3.2830197331857596,2.672235329135314,999.5360047663041,-23.082618923394886,144.95305539942973,1.3356269563753955
3.2848026992433357,2.521689609567218,999.5383244153801,-23.06504522051255,144.95478829535796,1.3345918638904217
3.286520881125483,2.381974224882988,999.5404778550804,-23.045880486740305,144.95669411021984,1.333379592126524
3.2881777764602598,2.252486538118456,999.5424758896323,-23.025160967346253,144.95872962053477,1.3320247210437928
3.289768142036964,2.132524422423333,999.5443336033679,-23.00309300492829,144.96084726169676,1.330534525432029
3.291270150364539,2.021349316481941,999.546053413034,-22.98004054497167,144.96313188327213,1.3288948854603244
3.292659243663536,1.9182891011751562,999.5476274250598,-22.95615329288838,144.9656110462484,1.327118410223575
3.2939104758604825,1.8226891602822741,999.5490527203849,-22.93167099728079,144.96834564063906,1.325204265184883
3.295005961342561,1.7339293223666934,999.5503365731972,-22.906584308014953,144.97129379316695,1.3231815788014405
3.295944572137273,1.6514499365021065,999.5514780896674,-22.880867082977808,144.97436592716787,1.3210794992975847
3.2967037033001154,1.5746744469078595,999.5524452744022,-22.854753000626793,144.97760917200267,1.318892493757887
3.29718726956445,1.5029331458846595,999.5534380275606,-22.828350324987134,144.98142252470018,1.3166363323781127
3.297309180323306,1.4356597429055904,999.5546105207773,-22.80173277476567,144.98618966692825,1.3143308099475812
3.2970030707567037,1.3724869578002652,999.5555031973445,-22.77493494763452,144.9921199181981,1.3119979533106794
3.296006691707211,1.3129505454904218,999.5556139497933,-22.748038149277132,145.0006561626787,1.3096767274653642
3.294135755739277,1.2564496354539934,999.5550346061902,-22.72128498354276,145.01275157857322,1.3073701411000567
3.291699646643443,1.202465099508206,999.5541821393666,-22.694725267722664,145.02695689175442,1.3050551020815762
3.2893076941695023,1.1507418498588875,999.5530764334866,-22.66841792484335,145.0409067137126,1.3026899354332633
3.287500933276215,1.1010616068875223,999.5516213247149,-22.64248306902932,145.0529682524036,1.3002395871768633
3.286746798671496,1.0530168917644642,999.5506505808612,-22.616736426046415,145.06237768991764,1.2977251801778398
3.28756880068753,1.0062134792304451,999.5513750205076,-22.5911077284143,145.07041936715694,1.2951961858559868
3.2901653992752857,0.9605043937119925,999.5541077608508,-22.56528466755016,145.0735425925878,1.2926309470809534
3.294197917802208,0.915849319967006,999.5580586415226,-22.538987596039885,145.07018025911657,1.2900454831714576
3.298859389557778,0.8718585445239216,999.5621411417587,-22.512858124561784,145.06579534443458,1.2874771817524415
3.303350490739002,0.8279953118428678,999.5658282742771,-22.487692785913314,145.06310994486398,1.284880092565569
3.3072837177656473,0.7839273717663511,999.5689544534895,-22.46342523356406,145.0626306086384,1.2822786728500366
3.3105072070601587,0.7403907275560635,999.5713522211316,-22.4368699147471,145.06413945434636,1.2801154275302278
3.312979210487428,0.6984288299817537,999.5729841599119,-22.40402030733482,145.0679417074154,1.2789566396154206
3.3147417800665933,0.6567693172111995,999.5740115940904,-22.368462607654855,145.07363074395315,1.2782986462980515
3.3159611815270003,0.6129311535856045,999.5746983922468,-22.335573445742238,145.0801368018901,1.2773655792293381
3.316775731590235,0.5657436804542751,999.5752124321915,-22.305898815718002,145.08691901953017,1.2760600470119106
3.317258459519206,0.5141243330972044,999.5755808690307,-22.2815656152705,145.0937392422721,1.2740816032115243
3.317470525850741,0.4566982109334238,999.5756906519016,-22.265362900080365,145.10034546603632,1.2710370631441887
3.317424064812489,0.39380595666879936,999.5755270979762,-22.25587523277658,145.10686460045983,1.2671298533222675
3.317101950340394,0.32669945694205843,999.575337892205,-22.251305643636293,145.11352575563535,1.2626306303453871
3.3164758319321446,0.25631879764988297,999.5751127580846,-22.24978976420937,145.12040678194887,1.2578093651391304
3.3155306646902334,0.18385118321623745,999.5749361162315,-22.249847537608048,145.12756489083594,1.2528875364634922
3.314324240763372,0.1108463837905974,999.575128391758,-22.250818172726873,145.13476935611044,1.2479768271326952
3.3129965855211,0.038865336598764365,999.5756718364103,-22.249007932421506,145.14156593724297,1.2435850034784843
3.3116646319820586,-0.031070670997483178,999.5764069488187,-22.242386858402728,145.14762281136316,1.2399909052379565
3.3103189331369007,-0.09839452320529903,999.5774195577075,-22.231276183851797,145.15290875969293,1.237159828434568
3.308901304376653,-0.16180552353507754,999.5788757220864,-22.21192671879305,145.15766655426128,1.235612317831386
3.307378637282348,-0.22051710242127012,999.5805958347905,-22.182590914265315,145.1622290076793,1.2355951266843568
3.30569368794025,-0.2767234344380552,999.5823992436343,-22.149028499920036,145.16669093872358,1.2363086395899403
3.3037946621001755,-0.33353857999361836,999.5841259131392,-22.117382406937473,145.17091553050693,1.2368845463242621
3.301656263470759,-0.3923906112280729,999.5856255399941,-22.089598408996544,145.17502119653636,1.2370428770894994
3.299253240992947,-0.453592085802591,999.5869782128651,-22.065037902322672,145.17899574794833,1.2368601886478614
3.2965723101580746,-0.5171330848022129,999.5882267625009,-22.043319029637214,145.1827418415876,1.2363822486313338
3.293573615675584,-0.5829404942820022,999.5893197593105,-22.02398052030264,145.18634898046184,1.235669975919612
3.2902226904147587,-0.650857443825928,999.5901319565734,-22.006168699753268,145.18982467528886,1.23483515568522
3.286510793836546,-0.7206456507554377,999.5905816122688,-21.98931380058927,145.1931417574469,1.2339524748105988
3.282400199412029,-0.7924533606624103,999.5907989451898,-21.973663757680473,145.1963033593354,1.2329837118948184
